LocalAuthority,Code,Year,Indicator,Numerator,Denominator
East Renfrewshire,CHN24,2021-22,0.144376367,,
East Renfrewshire,CLIM01,2010-11,5.649111936,,
East Renfrewshire,CLIM01,2011-12,5.175164818,,
East Renfrewshire,CLIM01,2012-13,5.044310747,,
East Renfrewshire,CLIM01,2013-14,4.908113403,,
East Renfrewshire,CLIM01,2014-15,4.427852624,,
East Renfrewshire,CLIM01,2015-16,4.440693937,,
East Renfrewshire,CLIM01,2016-17,4.227640653,,
East Renfrewshire,CLIM01,2017-18,4.065987215,,
East Renfrewshire,CLIM01,2018-19,3.973832647,,
East Renfrewshire,CLIM01,2019-20,3.840317624,,
East Renfrewshire,CLIM01,2020-21,3.407195683,,
East Renfrewshire,CLIM01,2021-22,3.775494627,,
East Renfrewshire,CLIM02,2010-11,5.07792935,,
East Renfrewshire,CLIM02,2011-12,4.612931789,,
East Renfrewshire,CLIM02,2012-13,4.486358668,,
East Renfrewshire,CLIM02,2013-14,4.350511478,,
East Renfrewshire,CLIM02,2014-15,3.869313205,,
East Renfrewshire,CLIM02,2015-16,3.86010892,,
East Renfrewshire,CLIM02,2016-17,3.625582611,,
East Renfrewshire,CLIM02,2017-18,3.474259799,,
East Renfrewshire,CLIM02,2018-19,3.388461566,,
East Renfrewshire,CLIM02,2019-20,3.266780007,,
East Renfrewshire,CLIM02,2020-21,2.916284789,,
East Renfrewshire,CLIM02,2021-22,3.250558013,,
East Renfrewshire,CORP01,2010-11,0.0643,14021,217905
East Renfrewshire,CORP01,2011-12,0.0622,13923,223689
East Renfrewshire,CORP01,2012-13,0.0586,13375,228031
East Renfrewshire,CORP01,2013-14,0.0626,14581,232896
East Renfrewshire,CORP01,2014-15,0.061,14415,236274
East Renfrewshire,CORP01,2015-16,0.0574,13570,236586
East Renfrewshire,CORP01,2016-17,0.0579,13848,239177
East Renfrewshire,CORP01,2017-18,0.0526,12911,245615
East Renfrewshire,CORP01,2018-19,0.048,12356,257416
East Renfrewshire,CORP01,2019-20,0.0504,13457,266995
East Renfrewshire,CORP01,2020-21,0.0483,13781,285184
East Renfrewshire,CORP01,2021-22,0.0451,13812,306087
East Renfrewshire,CORP03b,2010-11,0.5188,83,160
East Renfrewshire,CORP03b,2011-12,0.5032,79,157
East Renfrewshire,CORP03b,2012-13,0.5122,84,164
East Renfrewshire,CORP03b,2013-14,0.5089,86,169
East Renfrewshire,CORP03b,2014-15,0.5,87,174
East Renfrewshire,CORP03b,2015-16,0.5145,89,173
East Renfrewshire,CORP03b,2016-17,0.5227,92,176
East Renfrewshire,CORP03b,2017-18,0.5588,95,170
East Renfrewshire,CORP03b,2018-19,0.5989,106,177
East Renfrewshire,CORP03b,2019-20,0.5932,105,177
East Renfrewshire,CORP03b,2020-21,0.575,69,120
East Renfrewshire,CORP03b,2021-22,0.619,104,168
East Renfrewshire,CORP03b,2022-23,0.6258,102,163
East Renfrewshire,CORP03c,2015-16,0.0928,16.49,14.96
East Renfrewshire,CORP03c,2016-17,0.0872,16.74,15.28
East Renfrewshire,CORP03c,2017-18,0.0777,16.85,15.54
East Renfrewshire,CORP03c,2018-19,0.0749,17.5,16.19
East Renfrewshire,CORP03c,2019-20,0.0632,18.19,17.04
East Renfrewshire,CORP03c,2020-21,0.0648,17.6,16.46
East Renfrewshire,CORP03c,2021-22,0.0571,18.22,17.18
East Renfrewshire,CORP03c,2022-23,0.0464,20.69,19.73
East Renfrewshire,CORP04,2010-11,9.55,354804,37164
East Renfrewshire,CORP04,2011-12,11.29,422281,37387
East Renfrewshire,CORP04,2012-13,7.01,263135,37535
East Renfrewshire,CORP04,2013-14,6.06,228628,37747
East Renfrewshire,CORP04,2014-15,8.11,307953,37985
East Renfrewshire,CORP04,2015-16,9.54,364678,38215
East Renfrewshire,CORP04,2016-17,8.95,345170,38585
East Renfrewshire,CORP04,2017-18,7.32,284100,38798
East Renfrewshire,CORP04,2018-19,9.72,379124,38991
East Renfrewshire,CORP04,2019-20,13.09,515742,39400
East Renfrewshire,CORP04,2020-21,15.0279,593814,39514
East Renfrewshire,CORP04,2021-22,17.8874,719161,40205
East Renfrewshire,CORP04,2022-23,12.3703,503247,40682
East Renfrewshire,CORP06a,2010-11,4.49,5730,1276
East Renfrewshire,CORP06a,2011-12,5.39,6738,1251
East Renfrewshire,CORP06a,2012-13,5.43,6133,1129
East Renfrewshire,CORP06a,2013-14,6.1,6802,1114
East Renfrewshire,CORP06a,2014-15,6.27,6928,1104
East Renfrewshire,CORP06a,2015-16,5.61,6289,1122
East Renfrewshire,CORP06a,2016-17,4.1,4670,1140
East Renfrewshire,CORP06a,2017-18,4.58,5322,1162
East Renfrewshire,CORP06a,2018-19,5.68,7489,1319
East Renfrewshire,CORP06a,2019-20,5.17,6962,1346
East Renfrewshire,CORP06a,2020-21,3.9972,5112,1279
East Renfrewshire,CORP06a,2021-22,4.1353,5947,1438
East Renfrewshire,CORP06b,2010-11,10.83,28547,2635
East Renfrewshire,CORP06b,2011-12,10.71,27491,2567
East Renfrewshire,CORP06b,2012-13,11.32,28505,2517
East Renfrewshire,CORP06b,2013-14,12.19,30486,2501
East Renfrewshire,CORP06b,2014-15,13.37,32664,2444
East Renfrewshire,CORP06b,2015-16,11.85,27160,2293
East Renfrewshire,CORP06b,2016-17,11.54,25990,2251
East Renfrewshire,CORP06b,2017-18,10.52,24454,2324
East Renfrewshire,CORP06b,2018-19,12.35,28588,2315
East Renfrewshire,CORP06b,2019-20,12.97,30244,2331
East Renfrewshire,CORP06b,2020-21,10.3695,25126,2423
East Renfrewshire,CORP06b,2021-22,12.3578,32241,2609
East Renfrewshire,CORP07,2010-11,0.9677,39283040,40594252
East Renfrewshire,CORP07,2011-12,0.9724,39674200,40802137
East Renfrewshire,CORP07,2012-13,0.9762,40100760,41079321
East Renfrewshire,CORP07,2013-14,0.9785,40557437,41447998
East Renfrewshire,CORP07,2014-15,0.9798,41151287,41998062
East Renfrewshire,CORP07,2015-16,0.9764,41588780,42591914
East Renfrewshire,CORP07,2016-17,0.9776,42289689,43260711
East Renfrewshire,CORP07,2017-18,0.9776,48167446,49270287
East Renfrewshire,CORP07,2018-19,0.9764,50061000,51273000
East Renfrewshire,CORP07,2019-20,0.9747,52004063,53351635
East Renfrewshire,CORP07,2020-21,0.9642,54209012,56221208
East Renfrewshire,CORP07,2021-22,0.9676,55237590,57086788
East Renfrewshire,CORP07,2022-23,0.9755,58411760,59878305
East Renfrewshire,CORP08,2010-11,0.8854,39341,44431
East Renfrewshire,CORP08,2011-12,0.831,55193,66420
East Renfrewshire,CORP08,2012-13,0.8011,49428,61702
East Renfrewshire,CORP08,2013-14,0.7946,51888,65300
East Renfrewshire,CORP08,2014-15,0.8456,54885,64908
East Renfrewshire,CORP08,2016-17,0.71,42712,60160
East Renfrewshire,CORP08,2017-18,0.8328,46745,56129
East Renfrewshire,CORP08,2018-19,0.814,44146,54233
East Renfrewshire,CORP08,2019-20,0.7534,43256,57411
East Renfrewshire,CORP08,2020-21,0.7982,44493,55744
East Renfrewshire,CORP08,2021-22,0.8664,68394,78943
East Renfrewshire,CORP08,2022-23,0.9085,51471,56657
East Renfrewshire,CORP09,2018-19,0.88,150,170
East Renfrewshire,CORP09,2018-19,0.92,170,185
East Renfrewshire,CORP09,2018-19,0.96,130,140
East Renfrewshire,CORP09,2018-19,0.96,145,150
East Renfrewshire,CORP09,2019-20,0.95,155,160
East Renfrewshire,CORP09,2019-20,0.96,130,135
East Renfrewshire,CORP09,2019-20,0.97,180,185
East Renfrewshire,CORP09,2019-20,0.99,160,165
East Renfrewshire,CORP09,2020-21,0.99,175,175
East Renfrewshire,CORP09,2020-21,0.99,180,185
East Renfrewshire,CORP09,2020-21,1,150,155
East Renfrewshire,CORP09,2020-21,1,200,200
East Renfrewshire,CORP09,2021-22,0.97,175,180
East Renfrewshire,CORP09,2021-22,0.97,205,210
East Renfrewshire,CORP09,2021-22,0.98,290,295
East Renfrewshire,CORP09,2021-22,0.99,225,230
East Renfrewshire,CORP09,2022-23,0.98,305,310
East Renfrewshire,CORP09,2022-23,0.99,290,295
East Renfrewshire,CORP09,2022-23,1,305,305
East Renfrewshire,CORP09,2022-23,1,395,400
East Renfrewshire,CORP10,2018-19,0.85,80,95
East Renfrewshire,CORP10,2018-19,0.88,90,105
East Renfrewshire,CORP10,2018-19,0.91,115,125
East Renfrewshire,CORP10,2018-19,0.99,110,110
East Renfrewshire,CORP10,2019-20,0.99,90,90
East Renfrewshire,CORP10,2019-20,0.99,95,95
East Renfrewshire,CORP10,2019-20,1,125,125
East Renfrewshire,CORP10,2019-20,1,130,130
East Renfrewshire,CORP10,2020-21,0.96,85,90
East Renfrewshire,CORP10,2020-21,0.98,90,90
East Renfrewshire,CORP10,2020-21,1,155,155
East Renfrewshire,CORP10,2020-21,1,180,180
East Renfrewshire,CORP10,2021-22,0.99,160,160
East Renfrewshire,CORP10,2021-22,0.99,165,170
East Renfrewshire,CORP10,2021-22,1,125,125
East Renfrewshire,CORP10,2021-22,1,150,150
East Renfrewshire,CORP10,2022-23,0.98,175,175
East Renfrewshire,CORP10,2022-23,0.99,105,105
East Renfrewshire,CORP10,2022-23,0.99,145,145
East Renfrewshire,CORP10,2022-23,1,170,170
East Renfrewshire,CORP11,2013-14,0.461295988,118977,257919
East Renfrewshire,CORP11,2014-15,0.78087542,309899,396861
East Renfrewshire,CORP11,2015-16,0.888155625,306308,344881
East Renfrewshire,CORP11,2016-17,1.040157514,291086,279848
East Renfrewshire,CORP11,2017-18,0.99993371,286599,286618
East Renfrewshire,CORP11,2018-19,0.967621082,320778,331512
East Renfrewshire,CORP11,2019-20,0.974525606,333508,342226
East Renfrewshire,CORP11,2020-21,0.620833255,364205,586639
East Renfrewshire,CORP11,2021-22,0.98943351,564642,570672
East Renfrewshire,CORP11,2022-23,1.298989121,492287,378977
East Renfrewshire,CORP12,2017-18,0.9556,330374,345734
East Renfrewshire,CORP12,2018-19,0.8848,338849,382972
East Renfrewshire,CORP12,2019-20,0.8916,350782,393408
East Renfrewshire,CORP12,2020-21,0.6749,348543,516468
East Renfrewshire,CORP12,2021-22,0.833541091,455170,546067.86
East Renfrewshire,CORP12,2022-23,0.805319663,476622,591842
East Renfrewshire,CORP-ASSET01,2010-11,0.7559,96,127
East Renfrewshire,CORP-ASSET01,2011-12,0.7692,100,130
East Renfrewshire,CORP-ASSET01,2012-13,0.7857,99,126
East Renfrewshire,CORP-ASSET01,2013-14,0.7951,97,122
East Renfrewshire,CORP-ASSET01,2014-15,0.7797,92,118
East Renfrewshire,CORP-ASSET01,2015-16,0.7826,90,115
East Renfrewshire,CORP-ASSET01,2016-17,0.807,92,114
East Renfrewshire,CORP-ASSET01,2017-18,0.8261,95,115
East Renfrewshire,CORP-ASSET01,2018-19,0.8407,95,113
East Renfrewshire,CORP-ASSET01,2019-20,0.8421,96,114
East Renfrewshire,CORP-ASSET01,2020-21,0.8448,98,116
East Renfrewshire,CORP-ASSET01,2021-22,0.8475,100,118
East Renfrewshire,CORP-ASSET01,2022-23,0.8475,100,118
East Renfrewshire,CORP-ASSET02,2010-11,0.7523,171410,227860
East Renfrewshire,CORP-ASSET02,2011-12,0.7557,176478,233514
East Renfrewshire,CORP-ASSET02,2012-13,0.7566,173279,229033
East Renfrewshire,CORP-ASSET02,2013-14,0.7966,186332,233902
East Renfrewshire,CORP-ASSET02,2014-15,0.7988,186748,233795
East Renfrewshire,CORP-ASSET02,2015-16,0.7996,186106,232744
East Renfrewshire,CORP-ASSET02,2016-17,0.8025,188219,234541
East Renfrewshire,CORP-ASSET02,2017-18,0.8358,201891,241547
East Renfrewshire,CORP-ASSET02,2018-19,0.8362,201624,241120
East Renfrewshire,CORP-ASSET02,2019-20,0.8393,206349,245845
East Renfrewshire,CORP-ASSET02,2020-21,0.8412,209741,249342
East Renfrewshire,CORP-ASSET02,2021-22,0.8658,,
East Renfrewshire,CORP-ASSET02,2022-23,0.8658,216580,248943
East Renfrewshire,ECON01,2012-13,0.0968,242,2500
East Renfrewshire,ECON01,2013-14,0.1011,273,2700
East Renfrewshire,ECON01,2014-15,0.1139,262,2300
East Renfrewshire,ECON01,2015-16,0.0911,164,1800
East Renfrewshire,ECON01,2016-17,0.1233,185,1500
East Renfrewshire,ECON01,2017-18,0.1321,185,1400
East Renfrewshire,ECON01,2018-19,0.2994,479,1600
East Renfrewshire,ECON01,2019-20,0.1336,147,1100
East Renfrewshire,ECON01,2020-21,0.068888889,124,1800
East Renfrewshire,ECON01,2021-22,0.175384615,228,1300
East Renfrewshire,ECON02,2010-11,3560.79,2343,658
East Renfrewshire,ECON02,2011-12,3768.86,2348,623
East Renfrewshire,ECON02,2012-13,4796.7,2619,546
East Renfrewshire,ECON02,2013-14,4559.38,2649,581
East Renfrewshire,ECON02,2014-15,4549.5,2757,606
East Renfrewshire,ECON02,2015-16,4248.33,2549,600
East Renfrewshire,ECON02,2016-17,4032.47,2484,616
East Renfrewshire,ECON02,2017-18,4980.7,2839,570
East Renfrewshire,ECON02,2018-19,4204.93,2729,649
East Renfrewshire,ECON02,2019-20,4210.03,2686,638
East Renfrewshire,ECON02,2020-21,5831.03,3382,580
East Renfrewshire,ECON02,2021-22,4549.76,2880,633
East Renfrewshire,ECON03,2012-13,8.4,,
East Renfrewshire,ECON03,2013-14,7.44,,
East Renfrewshire,ECON03,2014-15,7.67,,
East Renfrewshire,ECON03,2015-16,7.52,,
East Renfrewshire,ECON03,2016-17,6.54,,
East Renfrewshire,ECON03,2017-18,10.2,,
East Renfrewshire,ECON03,2018-19,8.47,,
East Renfrewshire,ECON03,2019-20,7.77,,
East Renfrewshire,ECON03,2020-21,9.042857143,,
East Renfrewshire,ECON03,2021-22,18.47619048,,
East Renfrewshire,ECON03,2022-23,17.58,,
East Renfrewshire,ECON04,2010-11,0.089669669,,
East Renfrewshire,ECON04,2011-12,0.080769352,,
East Renfrewshire,ECON04,2012-13,0.052331181,,
East Renfrewshire,ECON04,2013-14,0.085847429,,
East Renfrewshire,ECON04,2014-15,0.07942273,,
East Renfrewshire,ECON04,2015-16,0.100384726,,
East Renfrewshire,ECON04,2016-17,0.221999657,,
East Renfrewshire,ECON04,2017-18,0.095239094,,
East Renfrewshire,ECON04,2018-19,0.089027697,,
East Renfrewshire,ECON04,2019-20,0.096146001,,
East Renfrewshire,ECON04,2020-21,0.112555549,,
East Renfrewshire,ECON04,2021-22,0.1372,,
East Renfrewshire,ECON06,2010-11,12352.02,1106,89540
East Renfrewshire,ECON06,2011-12,17384.53,1562,89850
East Renfrewshire,ECON06,2012-13,20916.18,1904,91030
East Renfrewshire,ECON06,2013-14,18994.54,1738,91500
East Renfrewshire,ECON06,2014-15,19192.47,1773,92380
East Renfrewshire,ECON06,2015-16,18377.45,1708,92940
East Renfrewshire,ECON06,2016-17,22534.91,2114,93810
East Renfrewshire,ECON06,2017-18,26234.7,2486,94760
East Renfrewshire,ECON06,2018-19,62036.36,5904,95170
East Renfrewshire,ECON06,2019-20,27436.41,2621,95530
East Renfrewshire,ECON06,2020-21,17790.96,1709,96060
East Renfrewshire,ECON06,2021-22,29799.13,2878,96580
East Renfrewshire,ECON07,2012-13,0.256,,
East Renfrewshire,ECON07,2013-14,0.288,,
East Renfrewshire,ECON07,2014-15,0.303,,
East Renfrewshire,ECON07,2015-16,0.304,,
East Renfrewshire,ECON07,2016-17,0.29,,
East Renfrewshire,ECON07,2017-18,0.301,,
East Renfrewshire,ECON07,2018-19,0.301,,
East Renfrewshire,ECON07,2019-20,0.255,,
East Renfrewshire,ECON07,2020-21,0.309,,
East Renfrewshire,ECON08,2013-14,0.79,,
East Renfrewshire,ECON08,2014-15,0.82,,
East Renfrewshire,ECON08,2015-16,0.88,,
East Renfrewshire,ECON08,2016-17,0.91,,
East Renfrewshire,ECON08,2017-18,0.9464,,
East Renfrewshire,ECON08,2018-19,0.961,,
East Renfrewshire,ECON08,2019-20,0.96,,
East Renfrewshire,ECON08,2020-21,0.962,,
East Renfrewshire,ECON08,2021-22,0.965,,
East Renfrewshire,ECON08,2022-23,0.972270748,,
East Renfrewshire,ECON09,2014-15,0.0361,,
East Renfrewshire,ECON09,2015-16,0.0429,,
East Renfrewshire,ECON09,2016-17,0.0847,,
East Renfrewshire,ECON09,2017-18,0.0847,,
East Renfrewshire,ECON09,2018-19,0.1017,,
East Renfrewshire,ECON09,2019-20,0.1191,,
East Renfrewshire,ECON09,2020-21,0.071925754,,
East Renfrewshire,ECON09,2021-22,0.044728435,,
East Renfrewshire,ECON10,2014-15,0.250166556,,
East Renfrewshire,ECON10,2015-16,0.915591398,,
East Renfrewshire,ECON10,2016-17,0.927724449,,
East Renfrewshire,ECON10,2017-18,0.927724449,,
East Renfrewshire,ECON10,2018-19,0.974968711,,
East Renfrewshire,ECON10,2019-20,0.9407,,
East Renfrewshire,ECON10,2020-21,0.9407,,
East Renfrewshire,ECON10,2021-22,1,,
East Renfrewshire,ECON11,2010-11,9689.193673,,
East Renfrewshire,ECON11,2011-12,9701.574716,,
East Renfrewshire,ECON11,2012-13,10182.33743,,
East Renfrewshire,ECON11,2013-14,10816.12586,,
East Renfrewshire,ECON11,2014-15,11232.55059,,
East Renfrewshire,ECON11,2015-16,11372.92877,,
East Renfrewshire,ECON11,2016-17,11416.69332,,
East Renfrewshire,ECON11,2017-18,12009.28662,,
East Renfrewshire,ECON11,2018-19,11453.18903,,
East Renfrewshire,ECON11,2019-20,11378.62452,,
East Renfrewshire,ECON11,2020-21,10149.90631,,
East Renfrewshire,ECON11,2021-22,10550.83868,,
East Renfrewshire,ENV01a,2012-13,65.61,2499,38086
East Renfrewshire,ENV01a,2013-14,64.96,2474,38086
East Renfrewshire,ENV01a,2014-15,62.39,2376,38086
East Renfrewshire,ENV01a,2015-16,64.44,2486,38580
East Renfrewshire,ENV01a,2016-17,67.71,2634,38900
East Renfrewshire,ENV01a,2017-18,68.48,2761,40319
East Renfrewshire,ENV01a,2018-19,68.15,2699,39604
East Renfrewshire,ENV01a,2019-20,77.25,3083,39911
East Renfrewshire,ENV01a,2020-21,87.72,3501,39911
East Renfrewshire,ENV01a,2021-22,71.57,2924,40853
East Renfrewshire,ENV02a,2012-13,73.94,2816,38086
East Renfrewshire,ENV02a,2013-14,74.02,2819,38086
East Renfrewshire,ENV02a,2014-15,83.97,3198,38086
East Renfrewshire,ENV02a,2015-16,90.33,3485,38580
East Renfrewshire,ENV02a,2016-17,85.35,3320,38900
East Renfrewshire,ENV02a,2017-18,81.38,3281,40319
East Renfrewshire,ENV02a,2018-19,84.97,3365,39604
East Renfrewshire,ENV02a,2019-20,87.02,3473,39911
East Renfrewshire,ENV02a,2020-21,100.97,4030,39911
East Renfrewshire,ENV02a,2021-22,87.02,3555,40853
East Renfrewshire,ENV03a,2010-11,5505.92,493,89540
East Renfrewshire,ENV03a,2011-12,6688.93,601,89850
East Renfrewshire,ENV03a,2012-13,7327.25,667,91030
East Renfrewshire,ENV03a,2013-14,7289.62,667,91500
East Renfrewshire,ENV03a,2014-15,8811.43,814,92380
East Renfrewshire,ENV03a,2015-16,8908.97,828,92940
East Renfrewshire,ENV03a,2016-17,8996.91,844,93810
East Renfrewshire,ENV03a,2017-18,8389.62,795,94760
East Renfrewshire,ENV03a,2018-19,8910.37,848,95170
East Renfrewshire,ENV03a,2019-20,9483.93,906,95530
East Renfrewshire,ENV03a,2020-21,9379.55,901,96060
East Renfrewshire,ENV03a,2021-22,10385.17,1003,96580
East Renfrewshire,ENV03c,2010-11,0.925,,
East Renfrewshire,ENV03c,2011-12,0.966,,
East Renfrewshire,ENV03c,2012-13,0.942,,
East Renfrewshire,ENV03c,2013-14,0.945,,
East Renfrewshire,ENV03c,2014-15,0.944444444,,
East Renfrewshire,ENV03c,2015-16,0.916,,
East Renfrewshire,ENV03c,2016-17,0.949074074,,
East Renfrewshire,ENV03c,2017-18,0.944444444,,
East Renfrewshire,ENV03c,2018-19,0.949,,
East Renfrewshire,ENV03c,2019-20,0.926267281,,
East Renfrewshire,ENV03c,2020-21,0.953917051,,
East Renfrewshire,ENV03c,2021-22,0.898,,
East Renfrewshire,ENV03c,2022-23,0.899,,
East Renfrewshire,ENV04a,2010-11,14070.06,6627,471
East Renfrewshire,ENV04a,2011-12,18520.56,8738,471.8
East Renfrewshire,ENV04a,2012-13,18297.38,8651,472.8
East Renfrewshire,ENV04a,2013-14,17842.35,8443,473.2
East Renfrewshire,ENV04a,2014-15,15100.32,7150,473.5
East Renfrewshire,ENV04a,2015-16,14664.72,7042,480.2
East Renfrewshire,ENV04a,2016-17,16776.14,8071,481.1
East Renfrewshire,ENV04a,2017-18,19056.21,9191,482.31
East Renfrewshire,ENV04a,2018-19,21135.79,10220,483.54
East Renfrewshire,ENV04a,2019-20,24513.56,11893,485.16
East Renfrewshire,ENV04a,2020-21,24410.5,11843,485.16
East Renfrewshire,ENV04a,2021-22,28601.69,13909,486.3
East Renfrewshire,ENV04b,2009-11,0.264224189,,
East Renfrewshire,ENV04b,2010-12,0.236757421,,
East Renfrewshire,ENV04b,2011-13,0.182,,
East Renfrewshire,ENV04b,2012-14,0.216,,
East Renfrewshire,ENV04b,2013-15,0.238895417,,
East Renfrewshire,ENV04b,2014-16,0.187777023,,
East Renfrewshire,ENV04b,2015-17,0.162618642,,
East Renfrewshire,ENV04b,2016-18,0.17012755,,
East Renfrewshire,ENV04b,2017-19,0.172433402,,
East Renfrewshire,ENV04b,2018-20,0.154802449,,
East Renfrewshire,ENV04b,2019-21,0.173,,
East Renfrewshire,ENV04b,2020-22,0.204790583,,
East Renfrewshire,ENV04c,2009-11,0.415965503,,
East Renfrewshire,ENV04c,2010-12,0.415031462,,
East Renfrewshire,ENV04c,2011-13,0.282,,
East Renfrewshire,ENV04c,2012-14,0.28,,
East Renfrewshire,ENV04c,2013-15,0.328971601,,
East Renfrewshire,ENV04c,2014-16,0.310457296,,
East Renfrewshire,ENV04c,2015-17,0.302199441,,
East Renfrewshire,ENV04c,2016-18,0.316005421,,
East Renfrewshire,ENV04c,2017-19,0.296251942,,
East Renfrewshire,ENV04c,2018-20,0.262691254,,
East Renfrewshire,ENV04c,2019-21,0.241,,
East Renfrewshire,ENV04c,2020-22,0.238113583,,
East Renfrewshire,ENV04d,2009-11,0.390448638,,
East Renfrewshire,ENV04d,2010-12,0.370254943,,
East Renfrewshire,ENV04d,2011-13,0.345,,
East Renfrewshire,ENV04d,2012-14,0.367,,
East Renfrewshire,ENV04d,2013-15,0.361566943,,
East Renfrewshire,ENV04d,2014-16,0.316816622,,
East Renfrewshire,ENV04d,2015-17,0.327467663,,
East Renfrewshire,ENV04d,2016-18,0.344650314,,
East Renfrewshire,ENV04d,2017-19,0.344836873,,
East Renfrewshire,ENV04d,2018-20,0.329973982,,
East Renfrewshire,ENV04d,2019-21,0.312,,
East Renfrewshire,ENV04d,2020-22,0.334093002,,
East Renfrewshire,ENV04e,2007-11,0.518813327,,
East Renfrewshire,ENV04e,2008-12,0.501166054,,
East Renfrewshire,ENV04e,2009-13,0.516,,
East Renfrewshire,ENV04e,2010-14,0.503,,
East Renfrewshire,ENV04e,2011-15,0.425453234,,
East Renfrewshire,ENV04e,2012-16,0.446704693,,
East Renfrewshire,ENV04e,2013-17,0.448213232,,
East Renfrewshire,ENV04e,2014-18,0.41342817,,
East Renfrewshire,ENV04e,2015-19,0.441824735,,
East Renfrewshire,ENV04e,2016-20,0.399455845,,
East Renfrewshire,ENV04e,2017-21,0.419,,
East Renfrewshire,ENV04e,2018-22,0.423286402,,
East Renfrewshire,ENV05,2010-11,12296.18,1101,89540
East Renfrewshire,ENV05,2011-12,10428.49,937,89850
East Renfrewshire,ENV05,2012-13,13874.55,1263,91030
East Renfrewshire,ENV05,2013-14,14677.6,1343,91500
East Renfrewshire,ENV05,2014-15,15219.74,1406,92380
East Renfrewshire,ENV05,2015-16,15063.48,1400,92940
East Renfrewshire,ENV05,2016-17,16949.15,1590,93810
East Renfrewshire,ENV05,2017-18,14985.23,1420,94760
East Renfrewshire,ENV05,2018-19,17484.5,1664,95170
East Renfrewshire,ENV05,2019-20,15974.04,1526,95530
East Renfrewshire,ENV05,2020-21,16635.44,1598,96060
East Renfrewshire,ENV05,2021-22,17291.36,1670,96580
East Renfrewshire,ENV05a,2012-13,6130,558,91030
East Renfrewshire,ENV05a,2013-14,7620,697,91500
East Renfrewshire,ENV05a,2014-15,8020,741,92380
East Renfrewshire,ENV05a,2015-16,7870,731,92940
East Renfrewshire,ENV05a,2016-17,7020,659,93810
East Renfrewshire,ENV05a,2017-18,8140,771,94760
