Code,LocalAuthority,Year,Indicator,Numerator,Denominator
C&L01,South Lanarkshire,2015-16,2.550271689,8048.180594,3155799
C&L01,South Lanarkshire,2016-17,2.473518305,7401.429428,2992274
C&L01,South Lanarkshire,2017-18,2.52971152,7500.343999,2964917
C&L01,South Lanarkshire,2018-19,2.69841301,8107.096273,3004402
C&L01,South Lanarkshire,2019-20,2.917236792,8281.224241,2838728
C&L01,South Lanarkshire,2020-21,54.05485602,10742.15896,198726
C&L01,South Lanarkshire,2021-22,5.901563906,8966.680515,1519368
C&L01,Stirling,2010-11,2.933021135,2799.941461,954067
C&L01,Stirling,2011-12,2.575687907,2423.204918,940802
C&L01,Stirling,2012-13,1.974430104,2222.984732,1125889
C&L01,Stirling,2013-14,2.3015304,2095.259008,910376
C&L01,Stirling,2014-15,2.391303249,2230.113912,932596
C&L01,Stirling,2015-16,2.174097355,2233.510138,1027323
C&L01,Stirling,2016-17,1.925860673,2196.949974,1140765
C&L01,Stirling,2017-18,2.14316702,2556.535777,1192884
C&L01,Stirling,2018-19,2.400877961,2461.236807,1025143
C&L01,Stirling,2019-20,2.393711369,2600.532103,1086404
C&L01,Stirling,2020-21,218.9591061,3683.348476,16822
C&L01,Stirling,2021-22,14.5574503,3881.831268,266655
C&L01,West Dunbartonshire,2010-11,5.545628196,4453.780123,803853
C&L01,West Dunbartonshire,2011-12,5.444722231,4094.924944,752093
C&L01,West Dunbartonshire,2012-13,5.508512194,4130.61028,749861
C&L01,West Dunbartonshire,2013-14,6.910586777,4491.835108,649993
C&L01,West Dunbartonshire,2014-15,6.767371648,5081.301321,750855
C&L01,West Dunbartonshire,2015-16,6.244461263,5101.41031,816946
C&L01,West Dunbartonshire,2016-17,5.965206533,4656.639512,780635
C&L01,West Dunbartonshire,2017-18,4.682427861,4550.325932,971793
C&L01,West Dunbartonshire,2018-19,3.650635931,3722.580243,1019710
C&L01,West Dunbartonshire,2019-20,3.521694499,3592.465913,1020098
C&L01,West Dunbartonshire,2020-21,39.38345468,3511.95834,89173
C&L01,West Dunbartonshire,2021-22,5.499331272,3447.186068,626835
C&L01,West Lothian,2010-11,4.498120648,8455.28097,1879323
C&L01,West Lothian,2011-12,4.481551346,8029.597859,1791706
C&L01,West Lothian,2012-13,4.243186393,7983.942487,1881595
C&L01,West Lothian,2013-14,3.716378157,7885.4334,2121805
C&L01,West Lothian,2014-15,3.492438508,7656.456065,2192301
C&L01,West Lothian,2015-16,3.314384698,7842.432474,2366170
C&L01,West Lothian,2016-17,3.280894107,8103.558987,2469929
C&L01,West Lothian,2017-18,1.843243723,4510.75788,2447198
C&L01,West Lothian,2018-19,2.394429559,6097.571345,2546572
C&L01,West Lothian,2019-20,2.007364522,5049.269872,2515378
C&L01,West Lothian,2020-21,22.00064907,4619.323346,209962
C&L01,West Lothian,2021-22,2.075106943,2983.564522,1437783
C&L02,Aberdeen City,2010-11,4.434992713,7018.339182,1582483
C&L02,Aberdeen City,2011-12,2.996002257,4704.368265,1570220
C&L02,Aberdeen City,2012-13,3.551453226,5251.622923,1478728
C&L02,Aberdeen City,2013-14,2.861487937,4712.878534,1647002
C&L02,Aberdeen City,2014-15,3.060031362,4669.552595,1525986
C&L02,Aberdeen City,2015-16,4.082777953,4470.449411,1094948
C&L02,Aberdeen City,2016-17,3.376737869,4989.81564,1477706
C&L02,Aberdeen City,2017-18,3.096674048,4526.145456,1461623
C&L02,Aberdeen City,2018-19,2.883452365,4122.5447,1429729
C&L02,Aberdeen City,2019-20,2.285483669,3967.73524,1736063
C&L02,Aberdeen City,2020-21,11.02185224,3309.779558,300291
C&L02,Aberdeen City,2021-22,2.447554311,3297.308413,1347180
C&L02,Aberdeenshire,2010-11,3.56581812,4546.207768,1274934
C&L02,Aberdeenshire,2011-12,3.750987656,4969.026918,1324729
C&L02,Aberdeenshire,2012-13,4.26448135,5265.903339,1234831
C&L02,Aberdeenshire,2013-14,3.460004989,4444.136263,1284430
C&L02,Aberdeenshire,2014-15,3.368378513,4349.814757,1291371
C&L02,Aberdeenshire,2015-16,3.215354374,4481.879862,1393893
C&L02,Aberdeenshire,2016-17,2.886188727,4306.692773,1492176
C&L02,Aberdeenshire,2017-18,2.44232294,3447.91605,1411744
C&L02,Aberdeenshire,2018-19,2.72193295,3685.925819,1354161
C&L02,Aberdeenshire,2019-20,2.009000384,4024.658115,2003318
C&L02,Aberdeenshire,2020-21,3.449131822,3882.448393,1125625
C&L02,Aberdeenshire,2021-22,2.154371559,3192.394054,1481816
C&L02,Angus,2010-11,4.143028295,2389.562717,576764
C&L02,Angus,2011-12,4.009880552,2156.118204,537703
C&L02,Angus,2012-13,4.389465022,2038.52936,464415
C&L02,Angus,2013-14,4.472272923,2063.847573,461476
C&L02,Angus,2014-15,4.56525274,2017.338732,441891
C&L02,Angus,2015-16,4.990519658,2000.328936,400824
C&L02,Angus,2016-17,1.771197616,659.6440125,372429
C&L02,Angus,2017-18,1.724752923,601.2145615,348582
C&L02,Angus,2018-19,1.423467808,533.6452999,374892
C&L02,Angus,2019-20,1.18238861,455.3830031,385139
C&L02,Angus,2020-21,6.582385851,712.2440351,108204
C&L02,Angus,2021-22,3.572948901,550.5505865,154088
