,,Glasgow Kerbside,
Date,Time,Nitrogen dioxide,Status
04/05/2021,04:00:00,10.10948,V ugm-3
04/05/2021,05:00:00,21.03034,V ugm-3
04/05/2021,06:00:00,62.80208,V ugm-3
04/05/2021,07:00:00,70.43535,V ugm-3
04/05/2021,08:00:00,84.14459,V ugm-3
04/05/2021,09:00:00,82.85539,V ugm-3
04/05/2021,10:00:00,68.5326,V ugm-3
04/05/2021,11:00:00,70.37261,V ugm-3
04/05/2021,12:00:00,50.93261,V ugm-3
04/05/2021,13:00:00,81.02755,V ugm-3
04/05/2021,14:00:00,89.79619,V ugm-3
04/05/2021,15:00:00,79.97135,V ugm-3
04/05/2021,16:00:00,76.83787,V ugm-3
04/05/2021,17:00:00,108.67131,V ugm-3
04/05/2021,18:00:00,74.66527,V ugm-3
04/05/2021,19:00:00,61.59492,V ugm-3
04/05/2021,20:00:00,53.29367,V ugm-3
04/05/2021,21:00:00,50.6309,V ugm-3
04/05/2021,22:00:00,55.54918,V ugm-3
04/05/2021,23:00:00,47.14305,V ugm-3
04/05/2021,24:00:00,23.83509,V ugm-3
05/05/2021,01:00:00,17.82391,V ugm-3
05/05/2021,02:00:00,24.40306,V ugm-3
05/05/2021,03:00:00,37.09056,V ugm-3
05/05/2021,04:00:00,31.47688,V ugm-3
05/05/2021,05:00:00,41.32958,V ugm-3
05/05/2021,06:00:00,58.18757,V ugm-3
05/05/2021,07:00:00,65.99434,V ugm-3
05/05/2021,08:00:00,62.45817,V ugm-3
05/05/2021,09:00:00,58.07892,V ugm-3
05/05/2021,10:00:00,52.18955,V ugm-3
05/05/2021,11:00:00,50.13428,V ugm-3
05/05/2021,12:00:00,59.34083,V ugm-3
05/05/2021,13:00:00,66.81397,V ugm-3
05/05/2021,14:00:00,46.60889,V ugm-3
05/05/2021,15:00:00,58.41456,V ugm-3
05/05/2021,16:00:00,46.71956,V ugm-3
05/05/2021,17:00:00,75.30302,V ugm-3
05/05/2021,18:00:00,68.14374,V ugm-3
05/05/2021,19:00:00,54.39197,V ugm-3
05/05/2021,20:00:00,56.73721,V ugm-3
05/05/2021,21:00:00,43.46749,V ugm-3
05/05/2021,22:00:00,42.0356,V ugm-3
05/05/2021,23:00:00,41.36468,V ugm-3
05/05/2021,24:00:00,22.78674,V ugm-3
06/05/2021,01:00:00,30.65594,V ugm-3
06/05/2021,02:00:00,18.77097,V ugm-3
06/05/2021,03:00:00,13.4034,V ugm-3
06/05/2021,04:00:00,10.22123,V ugm-3
06/05/2021,05:00:00,20.43278,V ugm-3
06/05/2021,06:00:00,32.7275,V ugm-3
06/05/2021,07:00:00,54.45472,V ugm-3
06/05/2021,08:00:00,68.3496,V ugm-3
06/05/2021,09:00:00,67.70519,V ugm-3
06/05/2021,10:00:00,78.63313,V ugm-3
06/05/2021,11:00:00,73.83556,V ugm-3
06/05/2021,12:00:00,74.81066,V ugm-3
06/05/2021,13:00:00,91.75334,V ugm-3
06/05/2021,14:00:00,74.69144,V ugm-3
06/05/2021,15:00:00,98.94274,V ugm-3
06/05/2021,16:00:00,111.87598,V ugm-3
06/05/2021,17:00:00,81.95245,V ugm-3
06/05/2021,18:00:00,71.08563,V ugm-3
06/05/2021,19:00:00,56.39257,V ugm-3
06/05/2021,20:00:00,46.6014,V ugm-3
06/05/2021,21:00:00,60.22287,V ugm-3
06/05/2021,22:00:00,66.62342,V ugm-3
06/05/2021,23:00:00,59.09344,V ugm-3
06/05/2021,24:00:00,47.74729,V ugm-3
07/05/2021,01:00:00,50.23145,V ugm-3
07/05/2021,02:00:00,53.82868,V ugm-3
07/05/2021,03:00:00,36.48105,V ugm-3
07/05/2021,04:00:00,44.07742,V ugm-3
07/05/2021,05:00:00,55.09702,V ugm-3
07/05/2021,06:00:00,97.96631,V ugm-3
07/05/2021,07:00:00,81.12584,V ugm-3
07/05/2021,08:00:00,73.00766,V ugm-3
07/05/2021,09:00:00,53.10778,V ugm-3
07/05/2021,10:00:00,49.05986,V ugm-3
07/05/2021,11:00:00,53.74269,V ugm-3
07/05/2021,12:00:00,58.20298,V ugm-3
07/05/2021,13:00:00,51.57389,V ugm-3
07/05/2021,14:00:00,52.24481,V ugm-3
07/05/2021,15:00:00,44.18512,V ugm-3
07/05/2021,16:00:00,42.80022,V ugm-3
07/05/2021,17:00:00,53.23533,V ugm-3
07/05/2021,18:00:00,61.80927,V ugm-3
07/05/2021,19:00:00,35.93137,V ugm-3
07/05/2021,20:00:00,28.09858,V ugm-3
07/05/2021,21:00:00,35.60235,V ugm-3
07/05/2021,22:00:00,56.62986,V ugm-3
07/05/2021,23:00:00,61.05129,V ugm-3
07/05/2021,24:00:00,48.63008,V ugm-3
08/05/2021,01:00:00,42.02398,V ugm-3
08/05/2021,02:00:00,27.74073,V ugm-3
08/05/2021,03:00:00,19.79351,V ugm-3
08/05/2021,04:00:00,19.74512,V ugm-3
08/05/2021,05:00:00,28.37002,V ugm-3
08/05/2021,06:00:00,56.312,V ugm-3
08/05/2021,07:00:00,81.26705,V ugm-3
08/05/2021,08:00:00,68.32073,V ugm-3
08/05/2021,09:00:00,57.3313,V ugm-3
08/05/2021,10:00:00,52.93996,V ugm-3
08/05/2021,11:00:00,55.82224,V ugm-3
08/05/2021,12:00:00,62.86184,V ugm-3
08/05/2021,13:00:00,72.3594,V ugm-3
08/05/2021,14:00:00,84.89847,V ugm-3
08/05/2021,15:00:00,101.83675,V ugm-3
08/05/2021,16:00:00,105.47187,V ugm-3
08/05/2021,17:00:00,106.72762,V ugm-3
08/05/2021,18:00:00,114.63669,V ugm-3
08/05/2021,19:00:00,102.46082,V ugm-3
08/05/2021,20:00:00,70.93833,V ugm-3
08/05/2021,21:00:00,80.46362,V ugm-3
08/05/2021,22:00:00,78.43832,V ugm-3
08/05/2021,23:00:00,69.10582,V ugm-3
08/05/2021,24:00:00,33.75919,V ugm-3
09/05/2021,01:00:00,24.03979,V ugm-3
09/05/2021,02:00:00,16.62348,V ugm-3
09/05/2021,03:00:00,20.71266,V ugm-3
09/05/2021,04:00:00,23.21204,V ugm-3
09/05/2021,05:00:00,30.72677,V ugm-3
09/05/2021,06:00:00,40.77414,V ugm-3
09/05/2021,07:00:00,51.59867,V ugm-3
09/05/2021,08:00:00,55.87637,V ugm-3
09/05/2021,09:00:00,51.11738,V ugm-3
09/05/2021,10:00:00,41.13425,V ugm-3
09/05/2021,11:00:00,47.69887,V ugm-3
09/05/2021,12:00:00,38.78243,V ugm-3
09/05/2021,13:00:00,39.21166,V ugm-3
09/05/2021,14:00:00,47.41384,V ugm-3
09/05/2021,15:00:00,43.43788,V ugm-3
09/05/2021,16:00:00,37.38653,V ugm-3
09/05/2021,17:00:00,36.44826,V ugm-3
09/05/2021,18:00:00,50.34963,V ugm-3
09/05/2021,19:00:00,41.14113,V ugm-3
09/05/2021,20:00:00,36.35683,V ugm-3
09/05/2021,21:00:00,28.58275,V ugm-3
09/05/2021,22:00:00,51.75198,V ugm-3
09/05/2021,23:00:00,20.43185,V ugm-3
09/05/2021,24:00:00,19.07639,V ugm-3
10/05/2021,01:00:00,12.1897,V ugm-3
10/05/2021,02:00:00,6.70283,V ugm-3
10/05/2021,03:00:00,8.99398,V ugm-3
10/05/2021,04:00:00,11.34679,V ugm-3
10/05/2021,05:00:00,16.496,V ugm-3
10/05/2021,06:00:00,51.47505,V ugm-3
10/05/2021,07:00:00,99.74078,V ugm-3
10/05/2021,08:00:00,78.91686,V ugm-3
10/05/2021,09:00:00,92.78067,V ugm-3
10/05/2021,10:00:00,65.7018,V ugm-3
10/05/2021,11:00:00,64.81942,V ugm-3
10/05/2021,12:00:00,63.84352,V ugm-3
10/05/2021,13:00:00,44.05712,V ugm-3
10/05/2021,14:00:00,62.2256,V ugm-3
10/05/2021,15:00:00,41.81241,V ugm-3
10/05/2021,16:00:00,67.13521,V ugm-3
10/05/2021,17:00:00,69.6155,V ugm-3
10/05/2021,18:00:00,52.67568,V ugm-3
10/05/2021,19:00:00,56.65921,V ugm-3
10/05/2021,20:00:00,39.53801,V ugm-3
10/05/2021,21:00:00,41.83785,V ugm-3
10/05/2021,22:00:00,39.87594,V ugm-3
10/05/2021,23:00:00,40.21231,V ugm-3
10/05/2021,24:00:00,32.5725,V ugm-3
11/05/2021,01:00:00,11.7684,V ugm-3
11/05/2021,02:00:00,16.10652,V ugm-3
11/05/2021,03:00:00,10.04999,V ugm-3
11/05/2021,04:00:00,6.97601,V ugm-3
11/05/2021,05:00:00,22.62113,V ugm-3
11/05/2021,06:00:00,30.30683,V ugm-3
11/05/2021,07:00:00,56.01403,V ugm-3
11/05/2021,08:00:00,57.68059,V ugm-3
11/05/2021,09:00:00,58.12547,V ugm-3
11/05/2021,10:00:00,50.84821,V ugm-3
11/05/2021,11:00:00,61.38945,V ugm-3
11/05/2021,12:00:00,57.54866,V ugm-3
11/05/2021,13:00:00,47.55468,V ugm-3
11/05/2021,14:00:00,49.05874,V ugm-3
11/05/2021,15:00:00,54.1561,V ugm-3
11/05/2021,16:00:00,80.43956,V ugm-3
11/05/2021,17:00:00,78.81734,V ugm-3
11/05/2021,18:00:00,77.66602,V ugm-3
11/05/2021,19:00:00,46.85502,V ugm-3
11/05/2021,20:00:00,87.69733,V ugm-3
11/05/2021,21:00:00,53.70516,V ugm-3
11/05/2021,22:00:00,48.80431,V ugm-3
11/05/2021,23:00:00,65.169,V ugm-3
11/05/2021,24:00:00,31.50728,V ugm-3
12/05/2021,01:00:00,12.84424,V ugm-3
12/05/2021,02:00:00,8.7156,V ugm-3
12/05/2021,03:00:00,20.18042,V ugm-3
12/05/2021,04:00:00,19.60623,V ugm-3
12/05/2021,05:00:00,30.12308,V ugm-3
12/05/2021,06:00:00,51.75593,V ugm-3
12/05/2021,07:00:00,104.71093,V ugm-3
12/05/2021,08:00:00,94.86949,V ugm-3
12/05/2021,09:00:00,99.3944,V ugm-3
12/05/2021,10:00:00,78.58794,V ugm-3
12/05/2021,11:00:00,No data,V ugm-3
12/05/2021,12:00:00,100.28249,V ugm-3
12/05/2021,13:00:00,82.67288,V ugm-3
12/05/2021,14:00:00,90.7984,V ugm-3
12/05/2021,15:00:00,51.68499,V ugm-3
12/05/2021,16:00:00,102.87619,V ugm-3
12/05/2021,17:00:00,64.30049,V ugm-3
12/05/2021,18:00:00,74.40413,V ugm-3
12/05/2021,19:00:00,83.14951,V ugm-3
12/05/2021,20:00:00,87.282,V ugm-3
12/05/2021,21:00:00,84.93269,V ugm-3
12/05/2021,22:00:00,65.27115,V ugm-3
12/05/2021,23:00:00,60.4355,V ugm-3
12/05/2021,24:00:00,37.32326,V ugm-3
13/05/2021,01:00:00,17.25644,V ugm-3
13/05/2021,02:00:00,10.69562,V ugm-3
13/05/2021,03:00:00,14.40124,V ugm-3
13/05/2021,04:00:00,10.60487,V ugm-3
13/05/2021,05:00:00,32.17153,V ugm-3
13/05/2021,06:00:00,43.96248,V ugm-3
13/05/2021,07:00:00,80.46294,V ugm-3
13/05/2021,08:00:00,72.85958,V ugm-3
13/05/2021,09:00:00,107.53905,V ugm-3
13/05/2021,10:00:00,87.24196,V ugm-3
13/05/2021,11:00:00,75.95393,V ugm-3
13/05/2021,12:00:00,90.47344,V ugm-3
13/05/2021,13:00:00,83.48698,V ugm-3
13/05/2021,14:00:00,65.64151,V ugm-3
13/05/2021,15:00:00,72.20617,V ugm-3
13/05/2021,16:00:00,83.73418,V ugm-3
13/05/2021,17:00:00,63.68475,V ugm-3
13/05/2021,18:00:00,80.62033,V ugm-3
13/05/2021,19:00:00,68.84157,V ugm-3
13/05/2021,20:00:00,61.38023,V ugm-3
13/05/2021,21:00:00,60.06242,V ugm-3
13/05/2021,22:00:00,56.96537,V ugm-3
13/05/2021,23:00:00,56.59003,V ugm-3
13/05/2021,24:00:00,33.30092,V ugm-3
14/05/2021,01:00:00,15.85862,V ugm-3
14/05/2021,02:00:00,16.11433,V ugm-3
14/05/2021,03:00:00,8.67263,V ugm-3
14/05/2021,04:00:00,9.0842,V ugm-3
14/05/2021,05:00:00,27.18375,V ugm-3
14/05/2021,06:00:00,63.96736,V ugm-3
14/05/2021,07:00:00,112.23987,V ugm-3
14/05/2021,08:00:00,96.56035,V ugm-3
14/05/2021,09:00:00,91.21041,V ugm-3
14/05/2021,10:00:00,80.35768,V ugm-3
14/05/2021,11:00:00,49.62846,V ugm-3
14/05/2021,12:00:00,98.26309,V ugm-3
14/05/2021,13:00:00,73.85036,V ugm-3
14/05/2021,14:00:00,106.97541,V ugm-3
14/05/2021,15:00:00,83.34158,V ugm-3
14/05/2021,16:00:00,100.87807,V ugm-3
14/05/2021,17:00:00,98.24704,V ugm-3
14/05/2021,18:00:00,96.14733,V ugm-3
14/05/2021,19:00:00,65.97303,V ugm-3
14/05/2021,20:00:00,49.07955,V ugm-3
14/05/2021,21:00:00,76.07196,V ugm-3
14/05/2021,22:00:00,67.55258,V ugm-3
14/05/2021,23:00:00,52.50407,V ugm-3
14/05/2021,24:00:00,36.31769,V ugm-3
15/05/2021,01:00:00,23.54354,V ugm-3
15/05/2021,02:00:00,15.83618,V ugm-3
15/05/2021,03:00:00,15.80144,V ugm-3
15/05/2021,04:00:00,17.33291,V ugm-3
15/05/2021,05:00:00,37.40576,V ugm-3
15/05/2021,06:00:00,41.48701,V ugm-3
15/05/2021,07:00:00,56.77653,V ugm-3
15/05/2021,08:00:00,78.35899,V ugm-3
15/05/2021,09:00:00,73.48415,V ugm-3
15/05/2021,10:00:00,75.63269,V ugm-3
15/05/2021,11:00:00,88.70448,V ugm-3
15/05/2021,12:00:00,71.18645,V ugm-3
15/05/2021,13:00:00,72.51702,V ugm-3
15/05/2021,14:00:00,71.18001,V ugm-3
15/05/2021,15:00:00,69.2579,V ugm-3
15/05/2021,16:00:00,76.28237,V ugm-3
15/05/2021,17:00:00,42.18844,V ugm-3
15/05/2021,18:00:00,84.81885,V ugm-3
15/05/2021,19:00:00,99.08739,V ugm-3
15/05/2021,20:00:00,75.68838,V ugm-3
15/05/2021,21:00:00,95.22692,V ugm-3
15/05/2021,22:00:00,79.96597,V ugm-3
15/05/2021,23:00:00,74.21215,V ugm-3
15/05/2021,24:00:00,51.59813,V ugm-3
16/05/2021,01:00:00,35.83625,V ugm-3
16/05/2021,02:00:00,26.20616,V ugm-3
16/05/2021,03:00:00,19.13178,V ugm-3
16/05/2021,04:00:00,15.10227,V ugm-3
16/05/2021,05:00:00,20.32069,V ugm-3
16/05/2021,06:00:00,37.1857,V ugm-3
16/05/2021,07:00:00,40.47313,V ugm-3
16/05/2021,08:00:00,47.96198,V ugm-3
16/05/2021,09:00:00,62.75065,V ugm-3
16/05/2021,10:00:00,66.60473,V ugm-3
16/05/2021,11:00:00,52.74158,V ugm-3
16/05/2021,12:00:00,58.85753,V ugm-3
16/05/2021,13:00:00,51.86375,V ugm-3
16/05/2021,14:00:00,53.21906,V ugm-3
16/05/2021,15:00:00,61.75273,V ugm-3
16/05/2021,16:00:00,77.19781,V ugm-3
16/05/2021,17:00:00,57.71356,V ugm-3
16/05/2021,18:00:00,88.43306,V ugm-3
16/05/2021,19:00:00,78.66559,V ugm-3
16/05/2021,20:00:00,65.90755,V ugm-3
16/05/2021,21:00:00,55.83114,V ugm-3
16/05/2021,22:00:00,56.52443,V ugm-3
16/05/2021,23:00:00,66.47936,V ugm-3
16/05/2021,24:00:00,26.70247,V ugm-3
17/05/2021,01:00:00,22.08186,V ugm-3
17/05/2021,02:00:00,13.50963,V ugm-3
17/05/2021,03:00:00,16.84969,V ugm-3
17/05/2021,04:00:00,18.91227,V ugm-3
17/05/2021,05:00:00,35.11454,V ugm-3
17/05/2021,06:00:00,52.25519,V ugm-3
17/05/2021,07:00:00,51.03141,V ugm-3
17/05/2021,08:00:00,77.47387,V ugm-3
17/05/2021,09:00:00,72.32712,V ugm-3
17/05/2021,10:00:00,55.58975,V ugm-3
17/05/2021,11:00:00,35.13833,V ugm-3
17/05/2021,12:00:00,39.58039,V ugm-3
17/05/2021,13:00:00,45.06425,V ugm-3
17/05/2021,14:00:00,47.54582,V ugm-3
17/05/2021,15:00:00,52.04339,V ugm-3
17/05/2021,16:00:00,32.31304,V ugm-3
17/05/2021,17:00:00,39.9289,V ugm-3
17/05/2021,18:00:00,33.85816,V ugm-3
17/05/2021,19:00:00,32.32357,V ugm-3
17/05/2021,20:00:00,22.26574,V ugm-3
17/05/2021,21:00:00,24.91071,V ugm-3
17/05/2021,22:00:00,34.82137,V ugm-3
17/05/2021,23:00:00,34.09855,V ugm-3
17/05/2021,24:00:00,24.66535,V ugm-3
18/05/2021,01:00:00,22.05235,V ugm-3
18/05/2021,02:00:00,16.98907,V ugm-3
18/05/2021,03:00:00,19.1332,V ugm-3
18/05/2021,04:00:00,23.69552,V ugm-3
18/05/2021,05:00:00,33.08321,V ugm-3
18/05/2021,06:00:00,41.45567,V ugm-3
18/05/2021,07:00:00,56.39746,V ugm-3
18/05/2021,08:00:00,63.89099,V ugm-3
18/05/2021,09:00:00,60.22213,V ugm-3
18/05/2021,10:00:00,63.81207,V ugm-3
18/05/2021,11:00:00,62.75331,V ugm-3
18/05/2021,12:00:00,51.9184,V ugm-3
18/05/2021,13:00:00,53.02576,V ugm-3
18/05/2021,14:00:00,61.03063,V ugm-3
18/05/2021,15:00:00,48.92334,V ugm-3
18/05/2021,16:00:00,56.52249,V ugm-3
18/05/2021,17:00:00,51.78956,V ugm-3
18/05/2021,18:00:00,39.47239,V ugm-3
18/05/2021,19:00:00,40.09584,V ugm-3
18/05/2021,20:00:00,36.09892,V ugm-3
18/05/2021,21:00:00,30.17465,V ugm-3
18/05/2021,22:00:00,43.47651,V ugm-3
18/05/2021,23:00:00,38.57594,V ugm-3
18/05/2021,24:00:00,21.77635,V ugm-3
19/05/2021,01:00:00,27.13718,V ugm-3
19/05/2021,02:00:00,18.93328,V ugm-3
19/05/2021,03:00:00,16.1254,V ugm-3
19/05/2021,04:00:00,22.04213,V ugm-3
19/05/2021,05:00:00,32.80637,V ugm-3
19/05/2021,06:00:00,38.16526,V ugm-3
19/05/2021,07:00:00,70.05777,V ugm-3
19/05/2021,08:00:00,53.81878,V ugm-3
19/05/2021,09:00:00,60.22281,V ugm-3
19/05/2021,10:00:00,40.65718,V ugm-3
19/05/2021,11:00:00,35.76047,V ugm-3
19/05/2021,12:00:00,41.77272,V ugm-3
19/05/2021,13:00:00,35.8071,V ugm-3
19/05/2021,14:00:00,34.49535,V ugm-3
19/05/2021,15:00:00,38.71931,V ugm-3
19/05/2021,16:00:00,71.63445,V ugm-3
19/05/2021,17:00:00,57.22407,V ugm-3
19/05/2021,18:00:00,36.9296,V ugm-3
19/05/2021,19:00:00,37.16575,V ugm-3
19/05/2021,20:00:00,35.40798,V ugm-3
19/05/2021,21:00:00,42.87527,V ugm-3
19/05/2021,22:00:00,30.3789,V ugm-3
19/05/2021,23:00:00,28.16259,V ugm-3
19/05/2021,24:00:00,39.38976,V ugm-3
20/05/2021,01:00:00,22.23041,V ugm-3
20/05/2021,02:00:00,17.53947,V ugm-3
20/05/2021,03:00:00,22.22035,V ugm-3
20/05/2021,04:00:00,23.76044,V ugm-3
20/05/2021,05:00:00,22.70402,V ugm-3
20/05/2021,06:00:00,32.3368,V ugm-3
20/05/2021,07:00:00,63.36271,V ugm-3
20/05/2021,08:00:00,68.3123,V ugm-3
20/05/2021,09:00:00,54.45207,V ugm-3
20/05/2021,10:00:00,69.30423,V ugm-3
20/05/2021,11:00:00,45.73637,V ugm-3
20/05/2021,12:00:00,54.93565,V ugm-3
20/05/2021,13:00:00,60.09125,V ugm-3
20/05/2021,14:00:00,28.67477,V ugm-3
20/05/2021,15:00:00,37.96507,V ugm-3
20/05/2021,16:00:00,45.09741,V ugm-3
20/05/2021,17:00:00,65.40246,V ugm-3
20/05/2021,18:00:00,76.7249,V ugm-3
20/05/2021,19:00:00,64.89707,V ugm-3
20/05/2021,20:00:00,53.52104,V ugm-3
20/05/2021,21:00:00,57.63801,V ugm-3
20/05/2021,22:00:00,51.38043,V ugm-3
20/05/2021,23:00:00,44.32863,V ugm-3
20/05/2021,24:00:00,25.63016,V ugm-3
21/05/2021,01:00:00,12.82167,V ugm-3
21/05/2021,02:00:00,10.1878,V ugm-3
21/05/2021,03:00:00,10.51271,V ugm-3
21/05/2021,04:00:00,7.08836,V ugm-3
21/05/2021,05:00:00,24.99441,V ugm-3
21/05/2021,06:00:00,41.13987,V ugm-3
21/05/2021,07:00:00,72.19429,V ugm-3
21/05/2021,08:00:00,86.63338,V ugm-3
21/05/2021,09:00:00,71.69525,V ugm-3
21/05/2021,10:00:00,71.50819,V ugm-3
21/05/2021,11:00:00,62.35615,V ugm-3
21/05/2021,12:00:00,81.87987,V ugm-3
21/05/2021,13:00:00,81.40121,V ugm-3
21/05/2021,14:00:00,88.12537,V ugm-3
21/05/2021,15:00:00,84.37037,V ugm-3
21/05/2021,16:00:00,96.81672,V ugm-3
21/05/2021,17:00:00,122.66182,V ugm-3
21/05/2021,18:00:00,106.47065,V ugm-3
21/05/2021,19:00:00,64.43527,V ugm-3
21/05/2021,20:00:00,75.2822,V ugm-3
21/05/2021,21:00:00,56.74629,V ugm-3
21/05/2021,22:00:00,64.84304,V ugm-3
21/05/2021,23:00:00,55.94045,V ugm-3
21/05/2021,24:00:00,46.48337,V ugm-3
22/05/2021,01:00:00,14.9982,V ugm-3
22/05/2021,02:00:00,14.88258,V ugm-3
22/05/2021,03:00:00,14.15829,V ugm-3
22/05/2021,04:00:00,11.45254,V ugm-3
22/05/2021,05:00:00,27.60139,V ugm-3
22/05/2021,06:00:00,33.51009,V ugm-3
22/05/2021,07:00:00,33.9194,V ugm-3
22/05/2021,08:00:00,56.41884,V ugm-3
22/05/2021,09:00:00,58.37611,V ugm-3
22/05/2021,10:00:00,46.95831,V ugm-3
22/05/2021,11:00:00,39.03854,V ugm-3
22/05/2021,12:00:00,52.06226,V ugm-3
22/05/2021,13:00:00,39.43592,V ugm-3
22/05/2021,14:00:00,28.43594,V ugm-3
22/05/2021,15:00:00,51.45527,V ugm-3
22/05/2021,16:00:00,45.12346,V ugm-3
22/05/2021,17:00:00,47.02965,V ugm-3
22/05/2021,18:00:00,39.47873,V ugm-3
22/05/2021,19:00:00,35.88882,V ugm-3
22/05/2021,20:00:00,26.18138,V ugm-3
22/05/2021,21:00:00,26.78533,V ugm-3
22/05/2021,22:00:00,43.46795,V ugm-3
22/05/2021,23:00:00,32.43093,V ugm-3
22/05/2021,24:00:00,37.24742,V ugm-3
23/05/2021,01:00:00,25.08547,V ugm-3
23/05/2021,02:00:00,No data,V ugm-3
23/05/2021,03:00:00,23.96031,V ugm-3
23/05/2021,04:00:00,14.11958,V ugm-3
23/05/2021,05:00:00,18.57284,V ugm-3
23/05/2021,06:00:00,40.74415,V ugm-3
23/05/2021,07:00:00,20.70982,V ugm-3
23/05/2021,08:00:00,35.72016,V ugm-3
23/05/2021,09:00:00,38.06904,V ugm-3
23/05/2021,10:00:00,30.38122,V ugm-3
23/05/2021,11:00:00,31.24558,V ugm-3
23/05/2021,12:00:00,42.21905,V ugm-3
23/05/2021,13:00:00,34.68793,V ugm-3
23/05/2021,14:00:00,23.33961,V ugm-3
23/05/2021,15:00:00,35.84836,V ugm-3
23/05/2021,16:00:00,62.8739,V ugm-3
23/05/2021,17:00:00,37.1725,V ugm-3
23/05/2021,18:00:00,40.62212,V ugm-3
23/05/2021,19:00:00,67.13752,V ugm-3
23/05/2021,20:00:00,49.37012,V ugm-3
23/05/2021,21:00:00,83.37309,V ugm-3
23/05/2021,22:00:00,53.78692,V ugm-3
23/05/2021,23:00:00,57.50789,V ugm-3
23/05/2021,24:00:00,31.33113,V ugm-3
24/05/2021,01:00:00,24.63266,V ugm-3
24/05/2021,02:00:00,15.04261,V ugm-3
24/05/2021,03:00:00,12.78688,V ugm-3
24/05/2021,04:00:00,16.42201,V ugm-3
24/05/2021,05:00:00,16.21467,V ugm-3
24/05/2021,06:00:00,34.50826,V ugm-3
24/05/2021,07:00:00,70.20153,V ugm-3
24/05/2021,08:00:00,51.17278,V ugm-3
24/05/2021,09:00:00,40.94332,V ugm-3
24/05/2021,10:00:00,44.27709,V ugm-3
24/05/2021,11:00:00,39.73944,V ugm-3
24/05/2021,12:00:00,38.35346,V ugm-3
24/05/2021,13:00:00,40.86715,V ugm-3
24/05/2021,14:00:00,35.85414,V ugm-3
24/05/2021,15:00:00,41.23117,V ugm-3
24/05/2021,16:00:00,61.70851,V ugm-3
24/05/2021,17:00:00,51.87176,V ugm-3
24/05/2021,18:00:00,40.75399,V ugm-3
24/05/2021,19:00:00,42.62481,V ugm-3
24/05/2021,20:00:00,30.92796,V ugm-3
24/05/2021,21:00:00,26.65468,V ugm-3
24/05/2021,22:00:00,35.06171,V ugm-3
24/05/2021,23:00:00,25.95087,V ugm-3
24/05/2021,24:00:00,21.93284,V ugm-3
25/05/2021,01:00:00,16.02596,V ugm-3
25/05/2021,02:00:00,13.56256,V ugm-3
25/05/2021,03:00:00,13.38517,V ugm-3
25/05/2021,04:00:00,15.56935,V ugm-3
25/05/2021,05:00:00,26.22245,V ugm-3
25/05/2021,06:00:00,40.35756,V ugm-3
25/05/2021,07:00:00,72.85617,V ugm-3
25/05/2021,08:00:00,60.73766,V ugm-3
25/05/2021,09:00:00,82.19572,V ugm-3
25/05/2021,10:00:00,82.09214,V ugm-3
25/05/2021,11:00:00,70.74688,V ugm-3
25/05/2021,12:00:00,60.43067,V ugm-3
25/05/2021,13:00:00,64.46548,V ugm-3
25/05/2021,14:00:00,100.01163,V ugm-3
25/05/2021,15:00:00,86.79888,V ugm-3
25/05/2021,16:00:00,106.63459,V ugm-3
25/05/2021,17:00:00,75.054,V ugm-3
25/05/2021,18:00:00,83.18337,V ugm-3
25/05/2021,19:00:00,85.75991,V ugm-3
25/05/2021,20:00:00,58.6942,V ugm-3
25/05/2021,21:00:00,72.95955,V ugm-3
25/05/2021,22:00:00,48.11835,V ugm-3
25/05/2021,23:00:00,62.48938,V ugm-3
25/05/2021,24:00:00,54.13484,V ugm-3
26/05/2021,01:00:00,37.29041,V ugm-3
26/05/2021,02:00:00,34.57939,V ugm-3
26/05/2021,03:00:00,31.95706,V ugm-3
26/05/2021,04:00:00,27.92424,V ugm-3
26/05/2021,05:00:00,38.94286,V ugm-3
26/05/2021,06:00:00,44.60474,V ugm-3
26/05/2021,07:00:00,67.38398,V ugm-3
26/05/2021,08:00:00,79.06969,V ugm-3
26/05/2021,09:00:00,89.49393,V ugm-3
26/05/2021,10:00:00,87.47451,V ugm-3
26/05/2021,11:00:00,63.54322,V ugm-3
26/05/2021,12:00:00,68.65353,V ugm-3
26/05/2021,13:00:00,89.69477,V ugm-3
26/05/2021,14:00:00,63.69843,V ugm-3
26/05/2021,15:00:00,46.73894,V ugm-3
26/05/2021,16:00:00,No data,V ugm-3
26/05/2021,17:00:00,61.22036,V ugm-3
26/05/2021,18:00:00,36.38437,V ugm-3
26/05/2021,19:00:00,31.51291,V ugm-3
26/05/2021,20:00:00,50.96176,V ugm-3
26/05/2021,21:00:00,42.09277,V ugm-3
26/05/2021,22:00:00,101.46419,V ugm-3
26/05/2021,23:00:00,56.76767,V ugm-3
26/05/2021,24:00:00,39.77027,V ugm-3
27/05/2021,01:00:00,24.54026,V ugm-3
27/05/2021,02:00:00,22.5565,V ugm-3
27/05/2021,03:00:00,40.68716,V ugm-3
27/05/2021,04:00:00,26.62909,V ugm-3
27/05/2021,05:00:00,31.02219,V ugm-3
27/05/2021,06:00:00,81.57471,V ugm-3
27/05/2021,07:00:00,86.8125,V ugm-3
27/05/2021,08:00:00,89.47492,V ugm-3
27/05/2021,09:00:00,94.18206,V ugm-3
27/05/2021,10:00:00,79.5191,V ugm-3
